transaction_value,transaction_value,transaction_value,transaction_value,transaction_value,transaction_value
199,5799,8596,11367,6779,3699
9377,15285,20033,5346,0,0
10397,16100,0,3299,15466,0
0,14016,11295,5776,19730,14177
650,4828,0,12156,20353,11068
1500,11809,16279,0,7216,14568
11987,6045,3949,0,7960,1598
597,0,5598,11286,9287,9796
0,20957,14493,9779,0,3588
21183,4280,5995,0,0,12457
12187,0,0,9960,0,6000
0,0,1950,2150,12283,0
5889,7000,0,0,0,0
8149,0,4893,0,9910,0
2598,11395,6179,16176,597,6086
0,0,300,8695,8794,5600
9524,18464,5794,0,0,2795
0,20298,0,6892,23245,8043
6239,13951,14017,2990,9158,5196
10260,6646,2248,0,1598,5196
0,7994,10580,18263,13394,14114
0,10568,3897,13150,6038,1500
0,1990,10791,0,20840,1990
0,3980,3493,9095,10932,7946
5347,1598,11866,12905,18654,13759
9846,6000,18628,9447,0,0
12176,0,3596,9950,6949,1500
22364,13838,10179,0,5336,0
6684,3289,20302,13663,0,6681
0,8994,0,0,7666,3980
1450,1500,13960,13932,0,13286
12147,8198,0,13147,4397,10159
0,0,0,8192,9334,11796
2697,7598,9595,4098,9965,199
4187,19252,16666,0,0,11915
6199,8847,1749,17560,11472,19028
597,0,12404,0,8349,6095
0,10166,8993,22684,2789,4047
16780,4098,0,6996,0,7093
0,0,10406,0,20377,21766
4941,5970,6295,12350,5948,18017
7742,20450,4497,6597,14083,3000
12954,9766,2397,21030,5196,8696
19298,4987,13156,0,12570,11252
0,2446,0,0,450,0
3695,8270,0,5196,7294,14422
4887,20539,16789,0,19354,21177
0,7960,7942,2587,7179,9177
7877,0,0,1647,0,4997
11860,2897,0,1000,6748,3699
2397,1299,4495,1500,10130,6000
0,11686,5500,1899,0,11354
7197,11850,199,14055,7578,7980
4486,6897,16475,0,0,0
0,12599,12664,398,11857,6188
8590,0,0,3744,5895,10669
0,5887,15584,20197,11158,8198
11588,0,15194,17756,9166,0
3950,3794,7898,8044,9779,597
15487,6294,0,11920,0,8480
0,12692,0,11656,10759,4899
11591,6598,12794,18726,7219,0
4598,2786,7966,14503,2799,0
0,17352,0,3196,10058,0
11857,5196,5000,10266,5780,15580
2394,13234,2600,7893,7344,6480
4088,12377,9790,16456,11640,6450
13498,10467,398,0,4947,10145
3450,16764,0,3897,6800,0
2000,7125,3000,7593,2789,12347
21071,0,5548,9383,0,5395
300,7588,600,0,0,0
5800,17353,3645,21256,0,8817
0,11027,14099,13289,18277,10082
2000,1598,548,6196,13569,4098
9296,7500,1096,6398,0,7580
8196,8767,4496,4395,10809,597
2590,16389,3897,13568,11485,2490
8480,600,4500,4094,5733,4593
0,16758,10645,11578,0,0
8578,0,21653,799,10690,9295
1990,10492,1048,8744,19910,8333
597,0,6490,4545,150,4595
15857,8972,15372,11897,0,16862
11528,16849,2799,27816,4898,1998
14791,0,0,5138,8792,11435
15451,5696,898,7985,8341,5793
0,3980,5094,13694,2300,6980
3196,7430,7196,7470,2847,7988
10343,13066,10875,13246,10480,4497
0,0,0,7179,0,19087
8997,2598,0,3790,0,7686
16083,9270,6292,199,6794,0
0,0,11090,0,3199,199
12757,4894,12088,0,3996,16867
25260,26955,2996,8397,14492,6891
0,6970,8196,10198,10309,4994
5088,1498,0,796,8397,14965
7696,1799,3196,8793,25930,1898
17467,7748,14538,14145,2896,19438
2249,8027,6028,0,22235,0
0,17588,7066,11686,1500,2596
6186,9815,2198,14449,10397,4500
4397,1446,10845,597,5687,0
0,1644,23051,1299,1150,349
5748,7295,16528,9715,8994,5186
9186,14310,0,4299,3594,23632
6196,6600,10892,5982,8575,9280
9491,3299,796,2896,0,2048
1500,5996,6193,6179,7887,12500
13357,11196,6094,23623,4430,19590
8171,0,11166,11166,12610,0
0,2598,0,9775,0,11884
15060,15176,17619,5495,11245,8842
0,0,4500,14665,7500,8395
5445,4884,3598,20754,600,4047
1990,6794,4047,8884,150,17252
0,11038,0,0,0,6395
10294,15220,1396,5746,799,0
1500,0,0,8398,9583,6074
4595,4196,600,21172,4088,3395
0,5498,2150,11796,16365,0
16167,0,5598,15044,4580,5789
6179,13470,0,6799,0,5196
398,0,23554,4986,3000,9196
5970,8198,0,10139,0,3000
2598,13756,0,10192,0,4500
11259,2000,1797,7193,1446,0
9577,0,6470,1598,1047,0
14659,11900,998,2299,597,6000
0,3098,10370,0,4095,0
15041,7191,300,0,5395,7887
12493,2048,0,6193,450,2100
6897,4500,10970,22823,13580,1749
17260,15057,10466,3196,6878,597
13298,0,499,10558,0,0
3595,12857,1396,4500,13309,0
7077,500,13314,0,3697,0
13402,0,1950,7691,7883,1500
23518,4378,0,0,3196,2299
2796,3196,1595,2000,8570,5786
7296,0,0,3196,16978,0
10748,9897,17485,8293,4944,13564
0,0,10970,7794,11192,0
5687,2300,13753,3847,0,11367
11367,0,1649,12975,6279,21866
19257,5970,7470,8841,10990,8098
8027,2799,5376,5395,0,0
8291,0,0,0,10248,16273
0,0,8074,10588,11995,3895
0,0,9836,10992,17347,0
0,0,12604,7047,0,4588
10766,796,3897,1145,10960,8895
14254,1000,7970,7082,5395,10558
0,8469,16058,4950,0,7499
0,5796,9859,0,398,0
2299,0,2786,6169,5445,0
23111,11259,15553,4950,3598,10194
16656,0,10587,14988,2000,0
8980,0,0,7269,13930,5697
7795,2789,10256,16965,0,0
1000,15468,3195,3199,9500,13250
11166,17285,6047,0,14538,0
14341,0,2097,9877,3196,6943
1749,16801,0,0,5994,5196
19558,21154,3097,600,4430,0
8642,2095,5487,0,10093,0
4130,12343,13208,796,0,9356
3896,11394,7877,10291,20438,3546
0,1097,1500,0,9960,0
5376,12524,1990,796,3990,9991
7960,11460,12088,0,12910,3196
16036,18393,15554,0,0,3687
12188,11294,6676,5598,3899,19415
13185,11297,0,7470,8397,0
0,23904,6000,24002,11287,6398
1990,11197,6098,7598,5195,7982
7960,12338,7244,11578,0,9888
4093,12439,4750,0,13038,24300
3748,1500,0,10965,0,3196
7950,16616,6393,8293,0,12043
9950,6996,300,6368,0,0
11889,0,0,0,5394,9518
0,0,4196,0,15963,14264
8296,0,0,0,13454,1697
1990,7185,14583,3844,0,6145
3893,26501,23751,3648,0,17236
19507,14790,2000,0,0,10993
949,10409,15952,14566,13156,9969
0,16991,0,12089,2046,6645
1896,5044,2897,15053,3450,9173
22860,0,7973,7047,9296,2450
11267,4747,0,4588,3289,0
0,9987,0,0,0,8722
16043,0,23807,0,0,0
2000,0,17405,4397,19002,25156
9980,5100,300,8690,6686,4698
11380,7980,0,20665,27930,0
1996,0,10795,14455,12346,1650
0,0,0,9289,6185,0
7960,15182,11857,16354,0,11796
0,7376,22929,5696,18926,6000
6345,0,6726,9093,4096,22652
2545,13995,11857,2792,0,5346
6496,0,13580,5897,0,3980
6995,15287,1000,0,17499,2598
5949,2600,6346,10696,8897,8598
6596,0,4500,21269,7249,0
5992,0,3098,0,12735,0
0,9394,10892,6443,16202,1299
0,29723,5293,0,0,5100
6469,6495,0,17593,7897,3845
22364,2748,27110,0,6895,10347
10678,6693,9794,0,0,3646
0,16171,6000,796,0,13174
0,14043,2598,799,28211,7886
6391,11892,1800,4347,5636,11696
13357,9598,12290,1399,16558,4696
11558,0,17450,898,10475,8560
0,13464,2000,398,799,0
4580,17019,4598,11593,0,16703
0,12620,17665,0,17457,21006
12432,12847,17316,10363,14126,18240
5729,8994,7489,597,18050,9897
7067,0,15867,9176,3096,0
8695,0,14578,5642,3980,300
796,5896,0,3897,15122,14465
0,16290,0,9696,1895,0
5196,8596,12760,7494,0,349
5396,0,4095,12593,2098,0
10521,0,14987,0,3588,8178
11235,16487,0,1950,14278,5397
3797,4000,0,0,0,0
5196,5496,8798,0,0,0
0,5846,23165,8327,8664,18176
13467,9179,5898,0,16753,17355
10197,600,6386,6144,4598,4485
5897,6144,0,0,13505,0
17831,12897,9259,6897,0,6500
10275,12422,0,1396,10492,1047
0,2399,8067,3949,13333,450
3199,4797,3696,5593,3980,8697
0,5290,6685,3196,15055,7593
12939,0,4294,5793,0,7486
0,5946,24565,16637,799,5795
10470,12356,0,1000,848,0
10999,2398,0,5187,3000,19681
17004,0,4696,0,450,2500
15379,11389,6249,1598,17344,0
0,10496,0,8247,10090,0
9696,17865,0,3450,0,5970
1500,4329,0,2397,21574,0
6368,5630,4280,8894,13844,4197
0,0,8480,18402,0,10893
0,0,11156,13389,0,4295
15593,0,3980,4500,2894,8770
4797,18236,1898,1097,5735,450
5394,1099,11852,12392,12963,1699
0,13866,1299,0,0,398
10738,10136,7960,1000,3197,12169
450,11694,7598,0,0,11996
14475,16393,300,17293,7094,10021
0,11560,6000,3000,7139,15903
13470,13229,7500,9858,9477,10677
4938,11592,5496,21980,10958,11044
20787,6191,16904,9168,0,0
7244,2789,8593,6393,15645,1748
450,7796,13378,1696,0,13313
0,0,19041,17809,8076,4189
19950,5591,0,0,0,0
7196,11239,15747,0,9892,0
5227,9944,0,20316,6800,18194
0,5970,14177,22711,19739,6894
4849,0,0,6747,0,11764
11997,1697,0,4896,0,2650
7992,0,14184,7897,12935,0
9045,0,1047,13773,17971,10167
14239,0,0,5997,4642,0
12270,14444,5794,600,1000,15246
0,5099,10371,0,11196,12460
0,0,9387,4047,14186,2150
1097,2345,18253,13344,0,3249
3496,7786,0,1449,0,7897
32907,0,13897,22484,12573,11788
0,3397,6924,22149,3047,0
0,13696,0,17461,7590,0
0,10745,0,4100,0,0
11433,13491,13960,12656,150,4392
16960,0,12696,8483,0,12965
1247,3983,0,12678,15517,0
13147,11940,7740,11467,0,597
12082,5646,12547,0,450,1500
0,0,2697,4989,0,10945
21593,0,0,15415,12175,11568
5897,11740,18593,8270,6544,16860
4894,9527,0,23433,4050,2847
6598,19424,10378,14904,0,7691
5589,0,5899,12060,0,6780
5799,7939,13438,10296,15058,349
8299,1990,0,1400,0,17437
0,3000,0,7970,9972,13873
0,10098,1950,1399,7299,0
5297,0,500,8691,0,8327
13890,2838,13237,2000,3399,7650
10606,0,6450,2793,796,4646
0,5689,6646,9739,4794,1749
0,11860,2397,13559,15862,4779
0,12470,0,8300,13470,6491
0,3395,12194,3897,10588,0
0,0,3397,16137,12168,12337
3187,11058,0,8367,21935,4644
11196,11789,1799,0,20661,16355
9976,2894,16269,16760,0,13575
11196,7991,7897,0,5196,10339
11393,14993,7593,11085,5995,6592
10793,3395,4980,0,12887,10295
0,0,2097,6598,14941,150
13676,19531,0,597,6937,13564
8938,2898,16542,2799,14156,1598
18424,0,15796,18056,0,0
23512,14949,5393,0,9996,0
10127,13061,5287,7498,14016,8340
600,9273,0,3980,15290,2000
1500,5198,16906,15495,17442,14088
3348,1650,14412,12710,3000,0
9396,9078,0,3796,15593,7897
1598,600,11774,0,3691,8790
11930,1600,9793,8746,7347,7976
0,0,0,1150,12925,21596
5743,4793,2150,14455,2744,15480
7846,7948,1300,0,0,4994
17399,18334,6696,12610,11272,4500
9946,650,0,4398,2600,12565
25535,11189,11068,2598,19043,4098
796,5196,10923,9377,2797,0
4500,1598,12298,6769,0,12075
19153,18685,10588,0,14188,0
21602,6300,10935,2000,4099,0
10445,3000,16863,2394,6697,4899
8686,10697,13687,0,7946,398
9975,24914,7999,12568,17859,19956
0,1990,13632,7697,1500,7960
8760,0,20977,3297,0,6696
0,16173,0,0,0,9988
5196,8590,2000,500,7196,31513
0,9874,5594,8759,0,0
9767,4500,8159,1246,12980,3249
29663,15264,13945,0,500,17549
5100,0,0,4745,1799,13840
16092,10392,0,7178,7894,21085
597,13559,7977,5000,0,3196
15662,597,0,18333,3300,0
0,7388,597,7598,2598,3196
0,10393,4693,6898,0,23915
2940,11378,0,0,6699,0
9017,15872,12368,0,600,6076
24519,10470,800,14041,14813,2397
8689,3000,1500,5097,15363,1047
11970,13759,5588,6496,1898,4500
7293,2000,16191,6770,0,0
0,0,2250,450,0,0
0,15896,0,22726,15158,23166
398,15763,0,6699,0,0
2394,0,0,10470,8882,16260
11166,12176,0,1396,9991,7196
3944,8095,8374,5696,3043,15341
3047,6941,11370,7790,6766,8696
0,0,9980,8095,4547,13666
14458,12410,0,5796,0,19422
7500,5946,597,7078,12818,8000
15522,4450,23502,1500,13589,9585
19777,4994,0,3196,7793,4895
4945,6845,18837,0,11295,0
6245,15302,2898,7695,26344,11623
2397,4696,6594,22456,12696,7175
0,0,597,12383,13207,14204
13764,5992,0,5890,6194,7296
1990,11793,0,8196,4598,10068
2896,10583,8377,12196,10598,14898
0,14570,5995,8199,6096,3645
0,0,0,14958,0,0
2397,0,26450,5028,15188,1598
398,9543,0,0,8046,9196
14395,11341,18522,0,1498,0
11715,2493,19792,0,10098,8643
0,7182,4678,2598,15708,1846
16733,0,14190,13665,12973,4597
3189,0,6894,11141,4430,0
0,0,0,0,19726,0
12792,0,1598,8759,4646,18363
8496,24008,5688,12799,8995,8674
1500,3248,18963,15088,1898,1896
25270,0,12078,10084,5046,3547
4776,11067,11487,25254,2994,0
10072,20288,0,0,16156,14035
3098,4500,16828,0,0,13218
0,0,14946,6246,7299,12965
500,5794,6078,7866,15430,2598
8593,5970,13852,5600,7794,10284
11006,13566,19943,6788,6346,11898
4580,4197,799,18754,0,12766
0,6878,3490,15854,25547,0
2000,9409,0,10894,3249,10673
10486,0,8194,5997,0,8867
0,1990,6737,12638,4196,1990
0,15442,9875,1500,6149,7293
4577,10654,2249,16945,21650,4580
4990,10269,150,6398,3980,10098
0,0,3796,1296,150,5048
0,7378,0,13616,848,650
7749,1749,5980,199,5196,8843
0,14788,10993,20105,0,0
6500,21528,2946,8658,6196,3793
0,14561,0,5594,0,9394
10110,0,9444,14392,4500,15662
0,0,21567,4394,20392,4791
1499,10845,0,3980,19093,0
0,11063,14794,25206,6567,14554
9260,13568,11643,600,22828,3799
5093,13554,3095,6749,0,10119
18989,5838,7391,14392,2000,4096
12904,8391,11176,0,0,12668
20186,12910,3246,2547,1299,1050
4898,14707,0,4950,1299,0
21970,1748,19113,10624,3897,13989
22683,11775,11357,11169,0,10374
11385,20162,0,5793,14254,17757
0,7695,0,5000,7960,7491
750,2599,2598,0,349,14351
0,13055,0,5846,21035,25377
0,0,10944,1396,7544,21835
5399,0,17438,4990,0,0
0,12984,2000,5992,20648,14053
7960,19367,5793,0,0,0
12288,14296,17223,9891,8579,8110
22110,600,1100,15171,0,0
0,4099,6696,1299,0,16531
18854,7476,1096,2000,4047,10743
15770,8960,5196,8096,7167,18892
0,17783,15079,7696,150,25444
4944,3598,7169,13668,16797,11153
15454,0,0,6383,0,1895
0,11743,9060,7196,1500,7994
0,0,7748,0,199,3897
9166,7897,8397,9759,3198,11438
22878,7000,4194,12388,17036,14560
0,0,23415,15958,8292,4779
150,28820,22720,4793,0,7749
5488,0,0,500,13275,8673
2639,1296,0,796,0,6080
0,6080,23451,3993,5186,0
0,3796,0,0,0,18369
6894,3000,22080,450,0,11641
1696,3694,2598,0,4693,5995
4196,4995,4796,10510,0,20688
3500,0,17887,17192,0,19823
9458,2397,14492,6980,5480,0
0,6795,6289,600,0,15683
0,7776,7090,2599,0,1047
19043,5643,0,11158,4495,0
9424,0,5893,18555,20762,14585
12521,14042,1000,9491,0,0
3980,6844,13881,7391,6779,0
10548,4088,7598,12460,16553,2597
7544,2598,0,8260,5299,8688
0,9470,0,6570,199,0
2897,3650,6697,5995,17455,600
0,1299,12233,6696,0,0
0,0,7175,23083,0,799
3196,7084,3196,17254,6696,18176
3744,11248,11825,4397,2598,4645
6619,0,9692,1899,7727,21596
7780,0,8293,2593,23957,5196
4098,16262,4950,3992,10470,14616
7869,0,0,10375,0,12320
8998,0,897,6380,14637,3594
6696,16785,0,14068,2000,2100
13538,5397,5295,13547,6295,26687
0,21838,2595,17713,9217,7120
21318,0,25882,0,7480,4280
2000,9246,0,7249,13489,8397
23451,4378,11183,11094,12857,18858
0,0,5196,10967,0,6349
0,7145,1500,0,5636,2789
17646,12696,8491,450,11194,6393
15090,0,0,4494,16826,17291
11100,7094,7299,12244,11555,0
5995,13239,5789,0,3980,0
7296,0,7995,8579,5100,9043
300,18559,0,18359,12102,8470
15052,6597,21186,0,1749,5492
10792,11496,0,17176,0,0
6395,0,0,31890,11960,0
0,0,398,0,3980,19533
12442,4494,13290,9610,0,0
800,0,0,6295,5998,2896
0,10485,9980,0,6000,3248
8368,0,14728,1299,1199,13663
13357,8267,7590,17696,19955,5196
18848,10194,12945,0,11572,600
10962,0,0,15566,0,0
3889,12974,1990,1500,8682,6796
3196,3796,13069,5100,0,7097
0,0,0,5741,6645,0
13114,16066,14143,12892,10990,12640
14169,796,13240,0,13989,11638
16752,7594,9196,11047,7791,29237
9072,2095,17637,13689,15563,23433
6000,8740,0,9693,0,6685
0,0,0,4144,14749,150
0,3897,4378,0,7294,11659
2100,17246,2799,0,18108,0
12788,3980,13857,13717,15437,12175
6368,0,18739,19962,11980,9494
1800,9193,6337,0,20349,3289
2998,10630,3980,12270,20150,0
0,6588,0,11080,3495,5196
0,13555,2699,0,8450,1500
21914,6794,3000,799,11656,19608
10565,6196,0,13791,8545,0
8448,14067,0,0,16899,10372
15723,13289,7098,11737,13454,11666
2095,0,0,5300,9685,9558
13385,450,19105,0,0,18428
6299,0,7428,3398,4800,5984
11250,597,13485,7770,18854,2786
9594,0,7568,6847,9270,14460
14654,7547,5343,10657,1598,5397
5998,10995,1645,600,3895,13235
10093,7668,5926,2247,796,1000
0,199,3897,14562,0,4179
4445,0,10357,0,0,10485
0,3092,3000,5888,6949,13958
0,8444,3587,13211,4994,0
10259,0,19154,5992,4696,3286
8949,5976,13656,0,0,17456
11696,796,5496,0,15742,0
10095,8276,5796,650,3585,0
9980,8338,5794,12854,5878,17750
450,11306,6300,3196,15630,11578
3198,1799,16684,1100,3397,13682
0,0,8358,12264,15319,3793
11039,12196,11594,5739,9470,5446
398,2795,9176,5495,0,3100
3450,5378,17156,2397,10893,3980
7598,25141,8495,9346,1796,2595
9620,17803,15528,14058,14690,0
11156,1498,20034,0,12093,1500
6088,15237,4397,0,2098,0
16263,4346,26148,10590,8560,199
16989,2799,6598,9116,11092,0
3000,5495,0,7078,20249,4647
0,3796,0,0,5844,10593
17811,7419,11395,12485,0,2000
4196,0,6000,5386,0,2797
7598,12460,7096,0,2799,8191
0,3396,8888,12365,8966,1099
10072,8285,799,4188,0,5796
8764,0,5196,0,0,0
13958,2000,11156,6398,0,11306
0,17785,12567,0,11872,25948
2692,0,4099,500,10988,18856
5897,8767,8366,8584,12476,11497
6098,9626,0,21259,24126,13172
16506,0,0,3798,17196,9876
0,17565,14294,1650,10008,0
500,11878,17495,2199,14266,4494
11441,10116,0,0,14890,17742
0,8547,0,450,0,14606
7098,6548,14413,5098,13091,0
14391,0,24650,0,5397,12893
11313,2150,14380,19361,15089,11387
3795,0,0,13540,0,12897
17037,4442,0,0,13206,9196
2597,17441,450,8847,18943,2598
1000,16348,0,11786,2996,0
4787,13132,5970,15892,0,12944
0,19192,22748,2498,16159,1598
10759,11446,23930,0,7897,11393
0,19649,1899,1650,8223,12592
3048,0,7960,16149,11996,9088
3398,12892,13195,0,14450,9583
15491,8186,22650,6593,6150,17254
10357,0,0,7348,6196,3098
10629,0,8634,1299,18737,0
0,3296,1500,7960,0,10679
0,0,2397,0,5080,1500
6842,3948,0,9375,8756,5743
0,0,3594,20206,8983,2996
7574,0,8392,7300,20112,19023
4299,18823,10658,14670,7620,300
0,1699,0,0,2000,12576
9166,13656,4442,4500,2195,8000
7841,8588,12680,10858,13470,10197
10666,3289,6248,11092,0,7387
9738,548,7994,4450,1097,796
5229,10237,21891,13440,4586,0
4195,8945,9968,7886,12507,3596
7826,8799,6450,2897,3196,12124
0,9378,1299,5484,0,3896
0,10542,11753,0,4500,13857
5970,19782,9377,10744,6570,3980
3582,0,0,1500,0,4895
5498,9259,10626,0,3487,7500
7296,9372,9610,8970,0,0
15457,2500,0,6769,0,0
0,10960,600,12956,10942,11079
5895,1500,3099,5980,13374,12475
5297,9766,0,6992,450,13002
16296,0,15259,0,0,0
2000,9490,8799,1246,12590,0
0,3497,10652,6943,1047,6075
0,5397,0,9643,15325,10692
16156,13254,5196,0,0,1500
14285,5395,18214,8480,3687,13364
3897,18807,21773,0,10098,2397
4699,0,11478,13492,9788,11680
0,9377,3196,7600,12604,4698
8582,5687,19010,0,1598,24222
14128,0,11977,11409,11395,597
2499,4748,15837,14492,5293,5480
0,0,0,0,12656,0
11794,9098,10985,9686,10079,0
1990,8193,0,8385,0,4500
0,5747,12472,9894,14442,18518
21846,6500,19576,5279,0,0
7280,7145,0,16218,0,0
2397,500,16210,13124,8048,349
11761,7586,17880,9527,3897,17307
5196,7098,13716,7299,0,0
799,5630,13519,13681,11738,27164
3897,0,0,0,6393,19959
15177,13606,2598,18455,0,0
11194,0,17543,2397,10713,0
0,12080,14386,13452,3286,19472
10591,0,8289,22621,0,6717
26124,7595,26287,5480,1598,10495
10567,300,0,0,0,13166
9760,6949,0,1500,8293,0
0,15890,10269,10289,11197,11872
18786,3197,0,2095,0,6077
11646,5430,20852,19373,9555,0
21822,4299,13368,2149,15647,11098
6992,8337,6897,6196,0,0
13415,9243,0,0,21977,13563
17296,0,7960,5196,5787,0
18953,0,5578,5897,2290,13820
12475,14054,150,799,14257,4897
15322,6594,11346,10779,7346,4450
3995,8650,23703,16387,8023,4785
8592,22256,7017,14166,7991,8279
0,14739,3598,5197,15666,4577
5776,11637,0,0,7397,0
3196,6641,1797,5096,13255,16915
8895,1296,4796,4292,0,4898
24355,0,11058,0,0,1699
18259,7846,20178,3000,21912,0
1592,4888,9994,14439,0,3000
1599,13458,1990,17053,6000,19465
8877,0,20068,3894,0,0
5742,3297,10096,12592,9822,3544
0,11790,5492,14453,17455,1296
0,0,1500,0,12531,1598
10176,2847,13357,0,15606,14367
9885,0,8749,0,11491,24038
16872,0,12410,450,0,4347
4980,0,10065,8766,11086,7240
3588,4797,14510,5200,7723,13788
9800,0,4577,796,4295,2000
8817,6392,1500,4196,14849,0
0,4888,10042,9796,13176,8600
0,0,12172,4500,16990,12861
6276,14871,20821,2990,11076,4877
6892,9696,3392,7047,0,5886
3898,12790,0,3897,500,6990
14752,2789,9794,3994,9438,2298
7341,3196,12200,4047,7241,13297
4888,18599,0,5887,15966,7960
7800,0,8042,1000,14357,3897
0,1249,15822,14457,7223,17562
14213,950,8342,8691,4047,796
1896,12759,7269,4990,5279,6578
11092,500,12872,5845,0,8477
4500,6494,5174,21829,10960,17206
5699,9000,1990,12854,15489,3892
0,10975,19150,11696,8397,16395
10139,0,14927,19133,9896,10066
0,8068,0,0,6296,5970
5295,2799,6000,796,2596,2388
10273,0,0,0,16893,1100
3000,20931,13044,0,14189,1500
20460,11593,1500,9290,14182,7686
9179,4994,20386,4650,13467,6000
3980,14409,0,0,14764,20522
15868,8198,5196,7697,0,12355
13357,6300,2000,0,0,9558
0,16367,2046,5196,7593,0
0,3897,0,2947,6446,0
16656,9548,0,3199,5797,13000
0,10460,4397,2598,0,4098
0,1299,0,8740,0,0
0,4737,0,7995,0,13967
4286,10282,2195,13296,450,0
13594,450,0,12547,12765,13990
6193,2796,27358,7450,5185,0
6191,13693,0,0,0,8845
0,6391,7769,19260,3500,0
0,6777,3839,11367,0,4776
0,3980,7887,14970,8195,0
5296,1996,7146,5779,9166,13274
4494,7196,0,9913,2898,0
15063,13690,26203,12285,0,25268
15085,19533,2590,0,0,12861
6392,9496,5399,18850,0,3395
4095,6093,5750,0,0,2799
7387,11446,0,14163,4598,11646
0,9567,398,12894,3496,5495
15974,8367,19003,5495,11594,4100
23151,5397,12089,3897,16860,3847
6387,7589,0,14495,1598,0
16989,9000,7492,2000,12601,0
2850,1400,13804,20730,4894,7626
26654,22097,4798,0,15591,10900
4393,0,0,4397,11594,0
15541,8472,8783,11276,14024,12400
4978,0,0,32813,10938,0
5949,3980,5994,0,6000,16652
18390,9867,12392,6000,4095,0
14542,18599,0,2247,13936,10038
0,0,0,18064,10892,1699
2198,300,12158,0,2844,12368
4500,4496,8196,0,5980,0
600,14735,3696,0,199,0
5196,16362,0,9094,7640,23894
6394,2598,0,3300,14454,848
12492,3950,19950,0,0,5650
3000,2397,0,6420,0,2695
7872,9765,0,5894,20150,8075
2299,29173,9776,6295,1299,199
0,5079,13253,21513,150,0
7697,2398,10693,8279,4490,20205
18105,1396,12865,1448,14486,0
0,13255,21745,12565,10008,0
6644,9869,13466,5794,699,21051
6769,11271,2000,6000,5186,17288
14423,12543,0,0,1998,0
18064,23749,7377,9193,17646,11919
3000,6540,13347,18551,16498,15134
10674,12092,5786,3299,14400,4794
0,10558,21431,1950,1597,13441
4994,2544,3789,4397,25297,2898
0,597,0,13865,14988,13957
1749,0,0,0,11857,0
0,10657,0,0,8986,11775
10596,8198,6393,4739,0,0
10467,12495,13800,2349,14960,0
17196,0,10541,14073,10867,15153
0,500,5794,0,1598,1997
13130,19156,24627,1996,15004,14715
0,3897,12766,5646,0,4035
9289,0,10260,0,17259,8892
4878,0,17092,0,2939,2299
16357,3897,6766,15449,0,0
5098,13052,10647,13944,16411,8397
5887,9910,7390,10992,6790,3980
1097,3000,5970,20553,13557,1299
7488,10767,10462,1299,6492,0
6136,13677,8988,5988,10118,12793
0,0,0,5198,450,2097
4094,17475,10955,4592,6769,2746
0,8699,0,17262,9258,2495
6769,20857,11266,0,10043,5477
13305,5495,7686,0,0,18759
0,17962,0,0,11774,6893
7899,13219,9089,2296,8996,5699
3697,10078,9594,14658,0,1796
